"KEY"	"KEY_ALT"	"SYSTEM"	"LEVEL"	"LAT_NAME"	"EN_NAME"	"DESC_LINK"	"BDY_LEN"	"BDY_SPAN"	"SRC_LINK"	"BIRD"	"MMAMMAL"	"REPTILE"	"LMAMMAL"	"FISH"	"GROUP1"	"GROUP2"	"GROUP3"	"AUTHOR"	"LOC_LINK"	"REST_LINK"	"MIG_LINK"	"IMG_SCHEMA"	"IMG_FOTO"	"IMG_AERIAL"	"MES_AERIAL"	"STS_LAW"
"EURING:5320"		"EURING"	"S"	"Limosa limosa"	"Black-tailed Godwit"	"${WEB.AVIBASE}/454B5CD5 "	"40-44"	"70-82"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-tailed-godwit/"	"t"	"f"	"f"	"f"		"Shorebird"	"Godwit"	"known"									
"EURING:5340"		"EURING"	"S"	"Limosa lapponica"	"Bar-tailed Godwit"	"${WEB.AVIBASE}/9A684C99 "	"37-39"	"70-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/bar-tailed-godwit/"	"t"	"f"	"f"	"f"		"Shorebird"	"Godwit"	"known"									
"EURING:5380"		"EURING"	"S"	"Numenius phaeopus"	"Whimbrel"	"${WEB.AVIBASE}/082F3A63 "	"40-46"	"71-81"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/whimbrel/"	"t"	"f"	"f"	"f"		"Shorebird"	"Whimbrel"	"known"									
"EURING:5410"		"EURING"	"S"	"Numenius arquata"	"Eurasian Curlew"	"${WEB.AVIBASE}/3BB5CBA6 "	"50-60"	"80-100"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/curlew/"	"t"	"f"	"f"	"f"		"Shorebird"	"Curlew"	"known"									
"EURING:5450"		"EURING"	"S"	"Tringa erythropus"	"Spotted Redshank"	"${WEB.AVIBASE}/0895DD84 "	"29-31"	"61-67"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/spotted-redshank/"	"t"	"f"	"f"	"f"		"Shorebird"	"Redshank"	"known"									
"EURING:5460"		"EURING"	"S"	"Tringa totanus"	"Common Redshank"	"${WEB.AVIBASE}/D6BFC73A "	"28"	62	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/redshank/"	"t"	"f"	"f"	"f"		"Shorebird"	"Redshank"	"known"									
"EURING:5470"		"EURING"	"S"	"Tringa stagnatilis"	"Marsh Sandpiper"	"${WEB.AVIBASE}/15CF9352 "	"23"	57	"https://app.bto.org/birdfacts/results/bob5470.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5480"		"EURING"	"S"	"Tringa nebularia"	"Common Greenshank"	"${WEB.AVIBASE}/18B415D2 "	"32"	69	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/greenshank/"	"t"	"f"	"f"	"f"		"Shorebird"	"Greenshank"	"known"									
"EURING:5530"		"EURING"	"S"	"Tringa ochropus"	"Green Sandpiper"	"${WEB.AVIBASE}/A7B17EFC "	"22"	59	"https://app.bto.org/birdfacts/results/bob5530.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5540"		"EURING"	"S"	"Tringa glareola"	"Wood Sandpiper"	"${WEB.AVIBASE}/8E67DC5F "	"19-21"	"36-40"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/wood-sandpiper/"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5560"		"EURING"	"S"	"Actitis hypoleucos"	"Common Sandpiper"	"${WEB.AVIBASE}/8548B07E "	"19-21"	"32-35"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-sandpiper"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5610"		"EURING"	"S"	"Arenaria interpres"	"Ruddy Turnstone"	"${WEB.AVIBASE}/DC3050A9 "	"21-24"	"50-57"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/turnstone/"	"t"	"f"	"f"	"f"		"Shorebird"	"Turnstone"	"known"									
"EURING:5630"		"EURING"	"S"	"Phalaropus tricolor"	"Wilson's Phalarope"	"${WEB.AVIBASE}/667C6969 "	"22-24"	"39-43"	"https://animaldiversity.org/accounts/Phalaropus_tricolor/"	"t"	"f"	"f"	"f"		"Shorebird"	"Phalarope"	"known"									
"EURING:5640"		"EURING"	"S"	"Phalaropus lobatus"	"Red-necked Phalarope"	"${WEB.AVIBASE}/E6F3BA54 "	"18-19"	"32-41"	"https://www.birdid.no/bird/eBook.php?specieID=1851"	"t"	"f"	"f"	"f"		"Shorebird"	"Phalarope"	"known"									
"GRM:5657"	"GBIF:9549339"	"EURING"	"G"	"Phalaropus"	"unidentified Phalarope"					"t"	"f"	"f"	"f"		"Shorebird"	"Phalarope"	"unknown"									
"EURING:5650"		"EURING"	"S"	"Phalaropus fulicarius"	"Grey Phalarope"	"${WEB.AVIBASE}/18A19380 "	"20-22"	"34-41"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/grey-phalarope/"	"t"	"f"	"f"	"f"		"Shorebird"	"Phalarope"	"known"									
"GRM:5658"		"Custom"	"UI"	"Aves vadorum indet."	"unidentified wader"					"t"	"f"	"f"	"f"		"Shorebird"	"Wader"	"unknown"									
"EURING:5660"		"EURING"	"S"	"Stercorarius pomarinus"	"Pomarine Skua"	"${WEB.AVIBASE}/7CB8F5B7 "	"46-51"	"113-125"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pomarine-skua/"	"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"EURING:5670"		"EURING"	"S"	"Stercorarius parasiticus"	"Arctic Skua"	"${WEB.AVIBASE}/39086887 "	"41-46"	"110-125"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/arctic-skua/"	"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"EURING:5680"		"EURING"	"S"	"Stercorarius longicaudus"	"Long-tailed Skua"	"${WEB.AVIBASE}/1D446440 "	"50"	111	"https://app.bto.org/birdfacts/results/bob5680.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"EURING:5690"		"EURING"	"S"	"Stercorarius skua"	"Great Skua"	"${WEB.AVIBASE}/BB041C6E "	"53-58"	"125-140"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-skua/"	"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"GRM:5707"		"EURING GROUP"	"SG"	"Stercorarius parasiticus / pomarinus"	"Arctic/Pomarine Skua"		"?"			"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"GRM:5708"		"EURING GROUP"	"SG"	"Stercorarius parasiticus / pomarinus / longicaudus"	"Arctic/Pomarine/Long-tailed Skua"		"?"			"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"known"									
"EURING:5709"	"GBIF:2481608"	"EURING"	"G"	"Stercorarius"	"unidentified Skua"					"t"	"f"	"f"	"f"		"Seabird"	"Skua"	"unknown"									
"EURING:5750"		"EURING"	"S"	"Larus melanocephalus"	"Mediterranean Gull"	"${WEB.AVIBASE}/052BFA8A "	"36-38"	"92-100"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/mediterranean-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5780"		"EURING"	"S"	"Larus minutus"	"Little Gull"	"${WEB.AVIBASE}/F89FD6E3 "	"25-27"	"70-78"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5790"		"EURING"	"S"	"Larus sabini"	"Sabine's Gull"	"${WEB.AVIBASE}/86182656 "	"30"	95	"https://app.bto.org/birdfacts/results/bob5790.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5820"		"EURING"	"S"	"Larus ridibundus"	"Black-headed Gull"	"${WEB.AVIBASE}/FB02DD96 "	"37-44"	"86-99"	"https://en.wikipedia.org/wiki/Black-headed_gull"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5900"		"EURING"	"S"	"Larus canus"	"Common Gull"	"${WEB.AVIBASE}/00DA9D91 "	"40-42"	"110-130"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5901"		"EURING"	"S"	"Chroicocephalus philadelphia"	"Bonaparte's Gull"	"${WEB.AVIBASE}/0337440E "	"29"	95	"https://app.bto.org/birdfacts/results/bob5810.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5902"		"EURING"	"S"	"Leucophaeus pipixcan"	"Franklin's Gull"	"${WEB.AVIBASE}/57C93A74 "	"24"	90	"https://app.bto.org/birdfacts/results/bob5770.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"GRM:5909"		"Custom"	"UI"	"Larus parva indet."	"unidentified small gull"					"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"unknown"									
"EURING:5910"		"EURING"	"S"	"Larus fuscus"	"Lesser Black-backed Gull"	"${WEB.AVIBASE}/49025D8B "	"52-64"	"135-150"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/lesser-black-backed-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5920"		"EURING"	"S"	"Larus argentatus"	"Herring Gull"	"${WEB.AVIBASE}/F002188E "	"54-60"	"130-150"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/herring-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"GRM:6001"		"Custom"	"S"	"Larus smithsonianus"	"American Herring Gull"	"${WEB.AVIBASE}/60F32AF8 "	"60"	135	"https://app.bto.org/birdfacts/results/bob26632.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5926"		"EURING"	"S"	"Larus argentatus michahellis"	"Yellow-legged Gull"	"${WEB.AVIBASE}/E074D706 "	"55-67"	149	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/yellow-legged-gull/     https://app.bto.org/birdfacts/results/bob5926.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5927"		"EURING"	"S"	"Larus argentatus cachinnans"	"Caspian Gull"	"${WEB.AVIBASE}/93CA037F "	"63"	140	"https://app.bto.org/birdfacts/results/bob5927.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"GRM:6005"		"Custom"	"SG"	"Larus argentatus/ canus"	"Herring/Common Gull"		"?"			"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5980"		"EURING"	"S"	"Larus glaucoides"	"Iceland Gull"	"${WEB.AVIBASE}/69E83944 "	"52-60"	"130-158"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/iceland-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:5990"		"EURING"	"S"	"Larus hyperboreus"	"Glaucous Gull"	"${WEB.AVIBASE}/A59FA446 "	"62-68"	"150-165"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/glaucous-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:6000"		"EURING"	"S"	"Larus marinus"	"Great Black-backed Gull"	"${WEB.AVIBASE}/E826E9F3 "	"64-78"	"150-165"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-black-backed-gull/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"GRM:6007"		"Custom"	"UI"	"Larus magna indet."	"unidentified large Gull"					"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"unknown"									
"GRM:6006"		"EURING GROUP"	"SG"	"Larus marinus/ fuscus"	"Great/Lesser Black-backed Gull"					"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:6009"	"GBIF:9316"	"EURING"	"F"	"Laridae."	"unidentified Gull"					"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"unknown"									
"EURING:6010"		"EURING"	"S"	"Rhodostethia rosea"	"Ross' Gull"	"${WEB.AVIBASE}/4CD353D2 "	"30"	85	"https://app.bto.org/birdfacts/results/bob6010.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:6020"		"EURING"	"S"	"Rissa tridactyla"	"Black-legged Kittiwake"	"${WEB.AVIBASE}/FB4D08F0 "	"38-40"	"95-110"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/kittiwake/"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:6040"		"EURING"	"S"	"Pagophila eburnea"	"Ivory Gull"	"${WEB.AVIBASE}/FED91A1F "	"42"	114	"https://app.bto.org/birdfacts/results/bob6040.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Gull"	"known"									
"EURING:6050"		"EURING"	"S"	"Gelochelidon nilotica"	"Gull-billed Tern"	"${WEB.AVIBASE}/87168739 "	"36"	108	"https://app.bto.org/birdfacts/results/bob6050.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6060"		"EURING"	"S"	"Sterna caspia"	"Caspian Tern"	"${WEB.AVIBASE}/BC06BC0D "	"50"	138	"https://app.bto.org/birdfacts/results/bob6060.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6110"		"EURING"	"S"	"Sterna sandvicensis"	"Sandwich Tern"	"${WEB.AVIBASE}/04B49AE7 "	"36-41"	"95-105"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/sandwich-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6140"		"EURING"	"S"	"Sterna dougallii"	"Roseate Tern"	"${WEB.AVIBASE}/74236837 "	"33-38"	"72-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/roseate-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6150"		"EURING"	"S"	"Sterna hirundo"	"Common Tern"	"${WEB.AVIBASE}/4D2FF6F1 "	"31-35"	"77-98"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6160"		"EURING"	"S"	"Sterna paradisaea"	"Arctic Tern"	"${WEB.AVIBASE}/BDC5CF80 "	"33-35"	"75-85"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/arctic-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"GRM:6169"		"Custom"	"SG"	"Sterna hirundo/ paradisaea"	"Common/Arctic Tern"					"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6180"		"EURING"	"S"	"Sterna forsteri"	"Forster's Tern"	"${WEB.AVIBASE}/D13B9122 "				"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6120"		"EURING"	"S"	"Sterna elegans"	"Elegant Tern"	"${WEB.AVIBASE}/3F9E1C51 "	"40"	78	"https://app.bto.org/birdfacts/results/bob6120.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6090"		"EURING"	"S"	"Sterna bengalensis"	"Lesser Crested Tern"	"${WEB.AVIBASE}/D01CDECD "	"36"	98	"https://app.bto.org/birdfacts/results/bob6090.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6230"		"EURING"	"S"	"Sterna fuscatus"	"Sooty Tern"	"${WEB.AVIBASE}/3E7F825D "	"40"	88	"https://app.bto.org/birdfacts/results/bob6230.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6240"		"EURING"	"S"	"Sterna albifrons"	"Little Tern"	"${WEB.AVIBASE}/17310BF0 "	"22-24"	"48-55"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6259"	"GBIF:2481227"	"EURING"	"G"	"Sterna"	"unidentified tern"					"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"unknown"									
"EURING:6270"		"EURING"	"S"	"Chlidonias niger"	"Black Tern"	"${WEB.AVIBASE}/115AF02D "	"22-24"	"64-68"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-tern/"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6280"		"EURING"	"S"	"Chlidonias leucopterus"	"White-winged Black Tern"	"${WEB.AVIBASE}/43CAAEE3 "	"22"	65	"https://app.bto.org/birdfacts/results/bob6280.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6260"		"EURING"	"S"	"Chlidonias hybridus"	"Whiskered Tern"	"${WEB.AVIBASE}/7AB4E42B "	"24"	76	"https://app.bto.org/birdfacts/results/bob6260.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"known"									
"EURING:6289"		"EURING"	"UI"	"Chlidonias"	"unidentified tern"					"t"	"f"	"f"	"f"		"Seabird"	"Tern"	"unknown"									
"EURING:6340"		"EURING"	"S"	"Uria aalge"	"Common Guillemot"	"${WEB.AVIBASE}/39F29B55 "	"38-45"	"64-73"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/guillemot/"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"GRM:6369"		"EURING GROUP"	"SG"	"Uria aalge / Alca torda"	"Common Guillemot/Razorbill"	"Shifted behind Alca torda"				"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"EURING:6350"		"EURING"	"S"	"Uria lomvia"	"Brünnich's Guillemot"	"${WEB.AVIBASE}/B70B5840 "	"41"	69	"https://app.bto.org/birdfacts/results/bob6350.htm"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"EURING:6360"		"EURING"	"S"	"Alca torda"	"Razorbill"	"${WEB.AVIBASE}/64F4DD81 "	"37-39"	"63-67"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/razorbill/"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"EURING:6380"		"EURING"	"S"	"Cepphus grylle"	"Black Guillemot"	"${WEB.AVIBASE}/B5AA5952 "	"30-32"	"52-58"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-guillemot/"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"EURING:6470"		"EURING"	"S"	"Alle alle"	"Little Auk"	"${WEB.AVIBASE}/B0932D89 "	"17-19"	"40-48"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-auk/"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"EURING:6540"		"EURING"	"S"	"Fratercula arctica"	"Atlantic Puffin"	"${WEB.AVIBASE}/2771624B "	"26-29"	"47-63"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/puffin/"	"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"known"									
"GRM:6569"	"GBIF:2985"	"Custom"	"F"	"Aclidae"	"unidentified auk"	"Shifted behind Tufted puffin"				"t"	"f"	"f"	"f"		"Seabird"	"Auk"	"unknown"									
"EURING:6650"		"EURING"	"S"	"Columba livia"	"Rock Pigeon"	"${WEB.AVIBASE}/BBA263C2 "	"31-34"	"63-70"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/rock-dove/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6657"		"EURING"	"SS"	"Columba livia domestica"	"Domestic Pigeon"	"${WEB.AVIBASE}/533DD36C "	"32-37"	"64-72"	"https://www.pigeoncontrolresourcecentre.org/html/about-pigeons.html"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6680"		"EURING"	"S"	"Columba oenas"	"Stock Pigeon"	"${WEB.AVIBASE}/68E4C0D1 "	"30-33"	"60-66"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/stock-dove/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6700"		"EURING"	"S"	"Columba palumbus"	"Common Wood Pigeon"	"${WEB.AVIBASE}/760F307A "	"40-42"	"75-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/woodpigeon/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6840"		"EURING"	"S"	"Streptopelia decaocto"	"Eurasian Collared Dove"	"${WEB.AVIBASE}/41FACE63 "	"32"	51	"https://app.bto.org/birdfacts/results/bob6840.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6870"		"EURING"	"S"	"Streptopelia turtur"	"European Turtle Dove"	"${WEB.AVIBASE}/5788552B "	"26-28"	"47-53"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/turtle-dove/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"known"									
"EURING:6829"	"GBIF:5233"	"EURING"	"F"	"Columbidae "	"unidentified Pigeon"					"t"	"f"	"f"	"f"		"Terrestrial "	"Columbidae"	"unknown"									
"EURING:7240"		"EURING"	"S"	"Cuculus canorus"	"Common Cuckoo"	"${WEB.AVIBASE}/B3D2C3C5 "	"33"	58	"https://app.bto.org/birdfacts/results/bob7240.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Cuckoo"	"known"									
"EURING:7350"		"EURING"	"S"	"Tyto alba"	"Barn Owl"	"${WEB.AVIBASE}/96B91A68 "	"34"	89	"https://app.bto.org/birdfacts/results/bob7350.htm"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7390"		"EURING"	"S"	"Otus scops"	"Eurasian Scops Owl"	"${WEB.AVIBASE}/2C7AA154 "	"19-20"	"53-63"	"https://www.birdid.no/bird/eBook.php?specieID=1137"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7570"		"EURING"	"S"	"Athene noctua"	"Little Owl"	"${WEB.AVIBASE}/9A7B268C "	"21-23"	"54-58"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-owl/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7490"		"EURING"	"S"	"Nyctea scandiaca"	"Snowy Owl"	"${WEB.AVIBASE}/5B23B360 "	"60"	154	"https://app.bto.org/birdfacts/results/bob7490.htm"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7670"		"EURING"	"S"	"Asio otus"	"Long-eared Owl"	"${WEB.AVIBASE}/FC4D40D2 "	"35-37"	"84-95"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/long-eared-owl/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7680"		"EURING"	"S"	"Asio flammeus"	"Short-eared Owl"	"${WEB.AVIBASE}/8F123A11 "	"34-42"	"90-105"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/short-eared-owl/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"known"									
"EURING:7719"	"GBIF:9348"	"EURING"	"F"	"Strigidae"	"unidentified owl"					"t"	"f"	"f"	"f"		"Bird of prey"	"Owl"	"unknown"									
"EURING:7900"		"EURING"	"S"	"Chaetura pelagica"	"Chimney Swift"	"${WEB.AVIBASE}/C3AD1AFF "				"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"known"									
"EURING:7950"		"EURING"	"S"	"Apus apus"	"Common Swift"	"${WEB.AVIBASE}/4E6EF3F9 "	"16-17"	"42-48"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/swift/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"known"									
"EURING:7980"		"EURING"	"S"	"Apus melba"	"Alpine Swift"	"${WEB.AVIBASE}/FA1CAD29 "	"21"	57	"https://app.bto.org/birdfacts/results/bob7980.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"known"									
"EURING:7960"		"EURING"	"S"	"Apus pallidus"	"Pallid Swift"	"${WEB.AVIBASE}/332BC664 "	"16"	44	"https://app.bto.org/birdfacts/results/bob7960.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"known"									
"EURING:8009"	"GBIF:2235048"	"EURING"	"G"	"Apus"	"unidentified Swift "					"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"unknown"									
"EURING:8000"		"EURING"	"S"	"Apus affinis"	"Little Swift"	"${WEB.AVIBASE}/D209A90C "	"12"	34	"https://app.bto.org/birdfacts/results/bob8000.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Swift"	"known"									
"EURING:8560"		"EURING"	"S"	"Picus viridis"	"Green Woodpecker"	"${WEB.AVIBASE}/A01014FF "	"30-40"	"40-42"	"https://webcache.googleusercontent.com/search?q=cache:Dafk08E29E4J:https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/green-woodpecker/+&cd=4&hl=en&ct=clnk&gl=ie"	"t"	"f"	"f"	"f"		"Terrestrial "	"Woodpecker"	"known"									
"EURING:8579"	"GBIF:2477899"	"EURING"	"G"	"Dendrocopos"	"unidentified Woodpecker"	"Collision Dendrocopos/Picus sp.. G:8969"				"t"	"f"	"f"	"f"		"Terrestrial "	"Woodpecker"	"unknown"									
"EURING:8760"		"EURING"	"S"	"Dendrocopos major"	"Great Spotted Woodpecker"	"${WEB.AVIBASE}/D754DB85 "	"22"	36	"https://app.bto.org/birdfacts/results/bob8760.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Woodpecker"	"known"									
"EURING:8980"		"EURING"	"S"	"Picoides tridactylus"	"Eurasian Three-toed Woodpecker"	"${WEB.AVIBASE}/05B8A4F1 "	"20-22"	"114-132 ..34–39 cm???"	"https://animaldiversity.org/accounts/Picoides_tridactylus/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Woodpecker"	"known"									
"EURING:9680"		"EURING"	"S"	"Calandrella brachydactyla"	"Greater Short-toed Lark"	"${WEB.AVIBASE}/4091A51E "	"14"	28	"https://app.bto.org/birdfacts/results/bob9680.htm"	"t"	"f"	"f"	"f"		"Terrestrial "	"Lark"	"known"									
"EURING:9740"		"EURING"	"S"	"Lullula arborea"	"Wood Lark"	"${WEB.AVIBASE}/742EC2F1 "	"15"	"27-30"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/woodlark/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Lark"	"known"									
"EURING:9760"		"EURING"	"S"	"Alauda arvensis"	"Sky Lark"	"${WEB.AVIBASE}/2D9A3619 "	"18-19"	"30-36"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/skylark/"	"t"	"f"	"f"	"f"		"Terrestrial "	"Lark"	"known"									
